Serie A,Genero 1,1,94,Episodio 94,28,8.5
Serie A,Genero 1,1,95,Episodio 95,25,7.4
Serie A,Genero 1,1,96,Episodio 96,33,7.8
Serie A,Genero 1,1,97,Episodio 97,33,8.7
Serie A,Genero 1,1,98,Episodio 98,31,7.7
Serie A,Genero 1,1,99,Episodio 99,27,9.9
Serie A,Genero 1,1,100,Episodio 100,27,5.9
Serie A,Genero 1,2,1,Episodio 1,28,8.0
Serie A,Genero 1,2,2,Episodio 2,29,5.9
Serie A,Genero 1,2,3,Episodio 3,27,7.1
Serie A,Genero 1,2,4,Episodio 4,29,9.9
Serie A,Genero 1,2,5,Episodio 5,28,7.9
Serie A,Genero 1,2,6,Episodio 6,33,6.8
Serie A,Genero 1,2,7,Episodio 7,31,7.1
Serie A,Genero 1,2,8,Episodio 8,33,7.0
Serie A,Genero 1,2,9,Episodio 9,26,8.7
Serie A,Genero 1,2,10,Episodio 10,30,5.0
Serie A,Genero 1,2,11,Episodio 11,27,8.2
Serie A,Genero 1,2,12,Episodio 12,31,8.0
Serie A,Genero 1,2,13,Episodio 13,26,6.7
Serie A,Genero 1,2,14,Episodio 14,29,6.8
Serie A,Genero 1,2,15,Episodio 15,28,10.0
Serie A,Genero 1,2,16,Episodio 16,31,5.8
Serie A,Genero 1,2,17,Episodio 17,34,6.7
Serie A,Genero 1,2,18,Episodio 18,30,7.8
Serie A,Genero 1,2,19,Episodio 19,25,5.7
Serie A,Genero 1,2,20,Episodio 20,27,9.9
Serie A,Genero 1,2,21,Episodio 21,32,8.0
Serie A,Genero 1,2,22,Episodio 22,29,8.1
Serie A,Genero 1,2,23,Episodio 23,30,9.8
Serie A,Genero 1,2,24,Episodio 24,32,8.7
Serie A,Genero 1,2,25,Episodio 25,29,8.5
Serie A,Genero 1,2,26,Episodio 26,30,9.0
Serie A,Genero 1,2,27,Episodio 27,34,6.9
Serie A,Genero 1,2,28,Episodio 28,33,8.1
Serie A,Genero 1,2,29,Episodio 29,30,7.5
Serie A,Genero 1,2,30,Episodio 30,26,9.0
Serie A,Genero 1,2,31,Episodio 31,25,7.1
Serie A,Genero 1,2,32,Episodio 32,31,7.0
Serie A,Genero 1,2,33,Episodio 33,30,5.1
Serie A,Genero 1,2,34,Episodio 34,27,5.7
Serie A,Genero 1,2,35,Episodio 35,32,9.4
Serie A,Genero 1,2,36,Episodio 36,27,9.5
Serie A,Genero 1,2,37,Episodio 37,27,7.9
Serie A,Genero 1,2,38,Episodio 38,30,9.4
Serie A,Genero 1,2,39,Episodio 39,29,7.6
Serie A,Genero 1,2,40,Episodio 40,27,6.6
Serie A,Genero 1,2,41,Episodio 41,27,8.8
Serie A,Genero 1,2,42,Episodio 42,28,6.2
Serie A,Genero 1,2,43,Episodio 43,33,5.3
Serie A,Genero 1,2,44,Episodio 44,34,6.1
Serie A,Genero 1,2,45,Episodio 45,33,5.1
Serie A,Genero 1,2,46,Episodio 46,32,5.3
Serie A,Genero 1,2,47,Episodio 47,30,5.6
Serie A,Genero 1,2,48,Episodio 48,32,9.1
Serie A,Genero 1,2,49,Episodio 49,30,9.3
Serie A,Genero 1,2,50,Episodio 50,25,5.1
Serie A,Genero 1,2,51,Episodio 51,28,9.7
Serie A,Genero 1,2,52,Episodio 52,26,6.6
Serie A,Genero 1,2,53,Episodio 53,25,9.6
Serie A,Genero 1,2,54,Episodio 54,34,5.2
Serie A,Genero 1,2,55,Episodio 55,26,8.4
Serie A,Genero 1,2,56,Episodio 56,30,5.3
Serie A,Genero 1,2,57,Episodio 57,34,6.4
Serie A,Genero 1,2,58,Episodio 58,26,7.0
Serie A,Genero 1,2,59,Episodio 59,25,6.3
Serie A,Genero 1,2,60,Episodio 60,33,8.4
Serie A,Genero 1,2,61,Episodio 61,25,5.3
Serie A,Genero 1,2,62,Episodio 62,27,6.8
Serie A,Genero 1,2,63,Episodio 63,26,8.0
Serie A,Genero 1,2,64,Episodio 64,28,5.2
Serie A,Genero 1,2,65,Episodio 65,29,5.0
Serie A,Genero 1,2,66,Episodio 66,28,7.1
Serie A,Genero 1,2,67,Episodio 67,27,6.2
Serie A,Genero 1,2,68,Episodio 68,34,5.7
Serie A,Genero 1,2,69,Episodio 69,34,7.5
Serie A,Genero 1,2,70,Episodio 70,27,7.0
Serie A,Genero 1,2,71,Episodio 71,26,9.0
Serie A,Genero 1,2,72,Episodio 72,27,6.5
Serie A,Genero 1,2,73,Episodio 73,27,7.4
Serie A,Genero 1,2,74,Episodio 74,30,5.5
Serie A,Genero 1,2,75,Episodio 75,32,9.9
Serie A,Genero 1,2,76,Episodio 76,27,8.3
Serie A,Genero 1,2,77,Episodio 77,29,9.1
Serie A,Genero 1,2,78,Episodio 78,34,6.2
Serie A,Genero 1,2,79,Episodio 79,28,9.0
Serie A,Genero 1,2,80,Episodio 80,34,7.9
Serie A,Genero 1,2,81,Episodio 81,28,8.3
Serie A,Genero 1,2,82,Episodio 82,27,8.2
Serie A,Genero 1,2,83,Episodio 83,27,7.4
Serie A,Genero 1,2,84,Episodio 84,26,6.6
Serie A,Genero 1,2,85,Episodio 85,31,6.2
Serie A,Genero 1,2,86,Episodio 86,34,6.3
Serie A,Genero 1,2,87,Episodio 87,25,9.8
Serie A,Genero 1,2,88,Episodio 88,25,6.9
Serie A,Genero 1,2,89,Episodio 89,30,7.0
Serie A,Genero 1,2,90,Episodio 90,25,6.4
Serie A,Genero 1,2,91,Episodio 91,26,5.6
Serie A,Genero 1,2,92,Episodio 92,29,6.4
Serie A,Genero 1,2,93,Episodio 93,26,5.9
Serie A,Genero 1,2,94,Episodio 94,32,7.5
Serie A,Genero 1,2,95,Episodio 95,32,6.1
Serie A,Genero 1,2,96,Episodio 96,32,7.5
Serie A,Genero 1,2,97,Episodio 97,30,7.1
Serie A,Genero 1,2,98,Episodio 98,30,7.8
Serie A,Genero 1,2,99,Episodio 99,30,9.6
Serie A,Genero 1,2,100,Episodio 100,28,5.7
Serie A,Genero 1,3,1,Episodio 1,34,9.8
Serie A,Genero 1,3,2,Episodio 2,31,9.3
Serie A,Genero 1,3,3,Episodio 3,27,5.4
Serie A,Genero 1,3,4,Episodio 4,28,6.6
Serie A,Genero 1,3,5,Episodio 5,34,7.9
Serie A,Genero 1,3,6,Episodio 6,34,6.6
Serie A,Genero 1,3,7,Episodio 7,34,6.0
Serie A,Genero 1,3,8,Episodio 8,29,6.4
Serie A,Genero 1,3,9,Episodio 9,34,8.7
Serie A,Genero 1,3,10,Episodio 10,33,5.5
Serie A,Genero 1,3,11,Episodio 11,30,5.5
Serie A,Genero 1,3,12,Episodio 12,28,6.0
Serie A,Genero 1,3,13,Episodio 13,30,9.3
Serie A,Genero 1,3,14,Episodio 14,26,5.3
Serie A,Genero 1,3,15,Episodio 15,30,5.7
Serie A,Genero 1,3,16,Episodio 16,26,7.5
Serie A,Genero 1,3,17,Episodio 17,26,8.1
Serie A,Genero 1,3,18,Episodio 18,27,7.7
Serie A,Genero 1,3,19,Episodio 19,34,7.1
Serie A,Genero 1,3,20,Episodio 20,30,8.2
Serie A,Genero 1,3,21,Episodio 21,25,8.0
Serie A,Genero 1,3,22,Episodio 22,32,9.5
Serie A,Genero 1,3,23,Episodio 23,26,7.2
Serie A,Genero 1,3,24,Episodio 24,28,8.1
Serie A,Genero 1,3,25,Episodio 25,31,5.6
Serie A,Genero 1,3,26,Episodio 26,27,8.1
Serie A,Genero 1,3,27,Episodio 27,25,5.3
Serie A,Genero 1,3,28,Episodio 28,26,7.2
Serie A,Genero 1,3,29,Episodio 29,33,6.7
Serie A,Genero 1,3,30,Episodio 30,29,5.2
Serie A,Genero 1,3,31,Episodio 31,34,5.9
Serie A,Genero 1,3,32,Episodio 32,27,7.7
Serie A,Genero 1,3,33,Episodio 33,31,8.2
Serie A,Genero 1,3,34,Episodio 34,33,5.8
Serie A,Genero 1,3,35,Episodio 35,31,5.8
Serie A,Genero 1,3,36,Episodio 36,26,8.5
Serie A,Genero 1,3,37,Episodio 37,32,5.4
Serie A,Genero 1,3,38,Episodio 38,25,9.3
Serie A,Genero 1,3,39,Episodio 39,25,9.0
Serie A,Genero 1,3,40,Episodio 40,29,5.7
Serie A,Genero 1,3,41,Episodio 41,25,7.3
Serie A,Genero 1,3,42,Episodio 42,25,7.9
Serie A,Genero 1,3,43,Episodio 43,34,9.3
Serie A,Genero 1,3,44,Episodio 44,34,8.8
Serie A,Genero 1,3,45,Episodio 45,33,5.4
Serie A,Genero 1,3,46,Episodio 46,27,6.9
Serie A,Genero 1,3,47,Episodio 47,28,9.7
Serie A,Genero 1,3,48,Episodio 48,29,7.9
Serie A,Genero 1,3,49,Episodio 49,27,7.8
Serie A,Genero 1,3,50,Episodio 50,26,8.4
Serie A,Genero 1,3,51,Episodio 51,27,6.9
Serie A,Genero 1,3,52,Episodio 52,28,5.2
Serie A,Genero 1,3,53,Episodio 53,27,9.8
Serie A,Genero 1,3,54,Episodio 54,26,7.3
Serie A,Genero 1,3,55,Episodio 55,29,8.5
Serie A,Genero 1,3,56,Episodio 56,30,8.0
Serie A,Genero 1,3,57,Episodio 57,34,5.8
Serie A,Genero 1,3,58,Episodio 58,25,7.0
Serie A,Genero 1,3,59,Episodio 59,34,7.4
Serie A,Genero 1,3,60,Episodio 60,25,9.4
Serie A,Genero 1,3,61,Episodio 61,29,7.6
Serie A,Genero 1,3,62,Episodio 62,33,6.7
Serie A,Genero 1,3,63,Episodio 63,25,8.6
Serie A,Genero 1,3,64,Episodio 64,34,5.8
Serie A,Genero 1,3,65,Episodio 65,25,9.6
Serie A,Genero 1,3,66,Episodio 66,26,5.9
Serie A,Genero 1,3,67,Episodio 67,28,6.3
Serie A,Genero 1,3,68,Episodio 68,25,5.5
Serie A,Genero 1,3,69,Episodio 69,34,9.1
Serie A,Genero 1,3,70,Episodio 70,30,9.5
Serie A,Genero 1,3,71,Episodio 71,25,8.0
Serie A,Genero 1,3,72,Episodio 72,34,9.9
Serie A,Genero 1,3,73,Episodio 73,31,9.7
Serie A,Genero 1,3,74,Episodio 74,30,6.7
Serie A,Genero 1,3,75,Episodio 75,28,6.8
Serie A,Genero 1,3,76,Episodio 76,32,8.4
Serie A,Genero 1,3,77,Episodio 77,30,9.4
Serie A,Genero 1,3,78,Episodio 78,27,6.0
Serie A,Genero 1,3,79,Episodio 79,31,5.7
Serie A,Genero 1,3,80,Episodio 80,29,7.5
Serie A,Genero 1,3,81,Episodio 81,26,7.2
Serie A,Genero 1,3,82,Episodio 82,34,9.8
Serie A,Genero 1,3,83,Episodio 83,32,7.0
Serie A,Genero 1,3,84,Episodio 84,32,5.8
Serie A,Genero 1,3,85,Episodio 85,32,8.5
Serie A,Genero 1,3,86,Episodio 86,26,9.6
Serie A,Genero 1,3,87,Episodio 87,31,10.0
Serie A,Genero 1,3,88,Episodio 88,27,9.3
Serie A,Genero 1,3,89,Episodio 89,28,5.6
Serie A,Genero 1,3,90,Episodio 90,25,9.0
Serie A,Genero 1,3,91,Episodio 91,33,9.9
Serie A,Genero 1,3,92,Episodio 92,30,5.8
Serie A,Genero 1,3,93,Episodio 93,30,9.9
Serie A,Genero 1,3,94,Episodio 94,32,9.9
Serie A,Genero 1,3,95,Episodio 95,31,5.8
Serie A,Genero 1,3,96,Episodio 96,31,5.3
Serie A,Genero 1,3,97,Episodio 97,26,6.9
Serie A,Genero 1,3,98,Episodio 98,32,9.4
Serie A,Genero 1,3,99,Episodio 99,33,8.2
Serie A,Genero 1,3,100,Episodio 100,31,7.7
Serie A,Genero 1,4,1,Episodio 1,25,5.1
Serie A,Genero 1,4,2,Episodio 2,26,9.6
Serie A,Genero 1,4,3,Episodio 3,27,8.7
Serie A,Genero 1,4,4,Episodio 4,31,6.5
Serie A,Genero 1,4,5,Episodio 5,25,5.2
Serie A,Genero 1,4,6,Episodio 6,34,9.3
Serie A,Genero 1,4,7,Episodio 7,25,8.3
Serie A,Genero 1,4,8,Episodio 8,27,8.9
Serie A,Genero 1,4,9,Episodio 9,34,6.8
Serie A,Genero 1,4,10,Episodio 10,32,8.3
Serie A,Genero 1,4,11,Episodio 11,29,8.0
Serie A,Genero 1,4,12,Episodio 12,28,7.4
Serie A,Genero 1,4,13,Episodio 13,30,5.7
Serie A,Genero 1,4,14,Episodio 14,31,5.8
Serie A,Genero 1,4,15,Episodio 15,29,9.0
Serie A,Genero 1,4,16,Episodio 16,25,10.0
Serie A,Genero 1,4,17,Episodio 17,29,8.6
Serie A,Genero 1,4,18,Episodio 18,32,5.2
Serie A,Genero 1,4,19,Episodio 19,34,7.1
Serie A,Genero 1,4,20,Episodio 20,25,8.8
Serie A,Genero 1,4,21,Episodio 21,32,9.7
Serie A,Genero 1,4,22,Episodio 22,29,5.2
Serie A,Genero 1,4,23,Episodio 23,27,8.2
Serie A,Genero 1,4,24,Episodio 24,29,5.2
Serie A,Genero 1,4,25,Episodio 25,28,7.7
Serie A,Genero 1,4,26,Episodio 26,34,7.4
Serie A,Genero 1,4,27,Episodio 27,29,7.8
Serie A,Genero 1,4,28,Episodio 28,29,8.0
Serie A,Genero 1,4,29,Episodio 29,29,6.2
Serie A,Genero 1,4,30,Episodio 30,30,6.0
Serie A,Genero 1,4,31,Episodio 31,25,5.3
Serie A,Genero 1,4,32,Episodio 32,34,7.2
Serie A,Genero 1,4,33,Episodio 33,31,9.1
Serie A,Genero 1,4,34,Episodio 34,29,8.6
Serie A,Genero 1,4,35,Episodio 35,33,6.1
Serie A,Genero 1,4,36,Episodio 36,29,7.0
Serie A,Genero 1,4,37,Episodio 37,25,9.5
Serie A,Genero 1,4,38,Episodio 38,34,7.0
Serie A,Genero 1,4,39,Episodio 39,34,6.6
Serie A,Genero 1,4,40,Episodio 40,31,6.4
Serie A,Genero 1,4,41,Episodio 41,27,8.3
Serie A,Genero 1,4,42,Episodio 42,27,7.5
Serie A,Genero 1,4,43,Episodio 43,34,7.3
Serie A,Genero 1,4,44,Episodio 44,26,9.8
Serie A,Genero 1,4,45,Episodio 45,30,7.2
Serie A,Genero 1,4,46,Episodio 46,34,8.5
Serie A,Genero 1,4,47,Episodio 47,27,6.0
Serie A,Genero 1,4,48,Episodio 48,26,9.5
Serie A,Genero 1,4,49,Episodio 49,34,5.2
Serie A,Genero 1,4,50,Episodio 50,30,6.9
Serie A,Genero 1,4,51,Episodio 51,30,8.7
Serie A,Genero 1,4,52,Episodio 52,26,7.6
Serie A,Genero 1,4,53,Episodio 53,34,5.7
Serie A,Genero 1,4,54,Episodio 54,29,8.5
Serie A,Genero 1,4,55,Episodio 55,26,9.1
Serie A,Genero 1,4,56,Episodio 56,33,8.6
Serie A,Genero 1,4,57,Episodio 57,29,6.4
Serie A,Genero 1,4,58,Episodio 58,32,7.5
Serie A,Genero 1,4,59,Episodio 59,25,5.1
Serie A,Genero 1,4,60,Episodio 60,31,6.9
Serie A,Genero 1,4,61,Episodio 61,26,5.4
Serie A,Genero 1,4,62,Episodio 62,25,5.9
Serie A,Genero 1,4,63,Episodio 63,33,6.9
Serie A,Genero 1,4,64,Episodio 64,26,8.3
Serie A,Genero 1,4,65,Episodio 65,28,8.9
Serie A,Genero 1,4,66,Episodio 66,30,7.0
Serie A,Genero 1,4,67,Episodio 67,34,7.1
Serie A,Genero 1,4,68,Episodio 68,30,6.9
Serie A,Genero 1,4,69,Episodio 69,31,7.8
Serie A,Genero 1,4,70,Episodio 70,27,5.3
Serie A,Genero 1,4,71,Episodio 71,25,9.0
Serie A,Genero 1,4,72,Episodio 72,34,9.1
Serie A,Genero 1,4,73,Episodio 73,33,7.3
Serie A,Genero 1,4,74,Episodio 74,30,5.1
Serie A,Genero 1,4,75,Episodio 75,27,8.3
Serie A,Genero 1,4,76,Episodio 76,26,8.9
Serie A,Genero 1,4,77,Episodio 77,26,8.6
Serie A,Genero 1,4,78,Episodio 78,25,7.8
Serie A,Genero 1,4,79,Episodio 79,26,5.2
Serie A,Genero 1,4,80,Episodio 80,29,8.6
Serie A,Genero 1,4,81,Episodio 81,29,6.9
Serie A,Genero 1,4,82,Episodio 82,31,6.9
Serie A,Genero 1,4,83,Episodio 83,33,9.3
Serie A,Genero 1,4,84,Episodio 84,28,5.7
Serie A,Genero 1,4,85,Episodio 85,34,7.1
Serie A,Genero 1,4,86,Episodio 86,25,8.4
Serie A,Genero 1,4,87,Episodio 87,25,7.5
Serie A,Genero 1,4,88,Episodio 88,32,9.0
Serie A,Genero 1,4,89,Episodio 89,34,5.7
Serie A,Genero 1,4,90,Episodio 90,28,8.8
Serie A,Genero 1,4,91,Episodio 91,28,5.7
Serie A,Genero 1,4,92,Episodio 92,29,7.0
Serie A,Genero 1,4,93,Episodio 93,27,5.7
Serie A,Genero 1,4,94,Episodio 94,25,5.2
Serie A,Genero 1,4,95,Episodio 95,27,5.2
Serie A,Genero 1,4,96,Episodio 96,33,7.5
Serie A,Genero 1,4,97,Episodio 97,29,7.4
Serie A,Genero 1,4,98,Episodio 98,26,7.4
Serie A,Genero 1,4,99,Episodio 99,28,8.2
Serie A,Genero 1,4,100,Episodio 100,28,5.8
Serie A,Genero 1,5,1,Episodio 1,25,7.3
Serie A,Genero 1,5,2,Episodio 2,27,9.3
Serie A,Genero 1,5,3,Episodio 3,26,5.2
Serie A,Genero 1,5,4,Episodio 4,32,7.6
Serie A,Genero 1,5,5,Episodio 5,26,8.0
Serie A,Genero 1,5,6,Episodio 6,26,5.6
Serie A,Genero 1,5,7,Episodio 7,25,6.8
Serie A,Genero 1,5,8,Episodio 8,34,5.5
Serie A,Genero 1,5,9,Episodio 9,26,6.8
Serie A,Genero 1,5,10,Episodio 10,27,6.7
Serie A,Genero 1,5,11,Episodio 11,28,5.7
Serie A,Genero 1,5,12,Episodio 12,29,8.8
Serie A,Genero 1,5,13,Episodio 13,28,8.8
Serie A,Genero 1,5,14,Episodio 14,30,6.7
Serie A,Genero 1,5,15,Episodio 15,28,6.6
Serie A,Genero 1,5,16,Episodio 16,26,7.4
Serie A,Genero 1,5,17,Episodio 17,32,5.6
Serie A,Genero 1,5,18,Episodio 18,25,6.5
Serie A,Genero 1,5,19,Episodio 19,25,9.8
Serie A,Genero 1,5,20,Episodio 20,27,7.1
Serie A,Genero 1,5,21,Episodio 21,26,7.1
Serie A,Genero 1,5,22,Episodio 22,31,5.7
Serie A,Genero 1,5,23,Episodio 23,30,7.8
Serie A,Genero 1,5,24,Episodio 24,30,5.0
Serie A,Genero 1,5,25,Episodio 25,34,5.4
Serie A,Genero 1,5,26,Episodio 26,26,5.4
Serie A,Genero 1,5,27,Episodio 27,32,8.0
Serie A,Genero 1,5,28,Episodio 28,29,8.9
Serie A,Genero 1,5,29,Episodio 29,33,9.6
Serie A,Genero 1,5,30,Episodio 30,33,9.3
Serie A,Genero 1,5,31,Episodio 31,32,8.0
Serie A,Genero 1,5,32,Episodio 32,33,7.8
Serie A,Genero 1,5,33,Episodio 33,34,5.1
Serie A,Genero 1,5,34,Episodio 34,33,8.3
Serie A,Genero 1,5,35,Episodio 35,27,5.0
Serie A,Genero 1,5,36,Episodio 36,33,10.0
Serie A,Genero 1,5,37,Episodio 37,26,7.5
Serie A,Genero 1,5,38,Episodio 38,27,7.2
Serie A,Genero 1,5,39,Episodio 39,30,8.0
Serie A,Genero 1,5,40,Episodio 40,26,7.1
Serie A,Genero 1,5,41,Episodio 41,26,6.7
Serie A,Genero 1,5,42,Episodio 42,33,6.8
Serie A,Genero 1,5,43,Episodio 43,31,5.9
Serie A,Genero 1,5,44,Episodio 44,30,9.1
Serie A,Genero 1,5,45,Episodio 45,29,9.4
Serie A,Genero 1,5,46,Episodio 46,31,7.6
Serie A,Genero 1,5,47,Episodio 47,34,9.5
Serie A,Genero 1,5,48,Episodio 48,34,6.5
Serie A,Genero 1,5,49,Episodio 49,31,9.1
Serie A,Genero 1,5,50,Episodio 50,30,6.5
Serie A,Genero 1,5,51,Episodio 51,34,6.1
Serie A,Genero 1,5,52,Episodio 52,27,6.1
Serie A,Genero 1,5,53,Episodio 53,26,6.8
Serie A,Genero 1,5,54,Episodio 54,34,8.6
Serie A,Genero 1,5,55,Episodio 55,26,7.8
Serie A,Genero 1,5,56,Episodio 56,25,9.6
Serie A,Genero 1,5,57,Episodio 57,25,6.7
Serie A,Genero 1,5,58,Episodio 58,27,8.9
Serie A,Genero 1,5,59,Episodio 59,30,6.3
Serie A,Genero 1,5,60,Episodio 60,34,9.1
Serie A,Genero 1,5,61,Episodio 61,30,6.1
Serie A,Genero 1,5,62,Episodio 62,28,9.2
Serie A,Genero 1,5,63,Episodio 63,31,5.1
Serie A,Genero 1,5,64,Episodio 64,31,6.5
Serie A,Genero 1,5,65,Episodio 65,32,5.6
Serie A,Genero 1,5,66,Episodio 66,27,6.6
Serie A,Genero 1,5,67,Episodio 67,30,5.9
Serie A,Genero 1,5,68,Episodio 68,25,7.1
Serie A,Genero 1,5,69,Episodio 69,33,8.9
Serie A,Genero 1,5,70,Episodio 70,29,6.3
Serie A,Genero 1,5,71,Episodio 71,34,8.6
Serie A,Genero 1,5,72,Episodio 72,25,8.5
Serie A,Genero 1,5,73,Episodio 73,34,8.5
Serie A,Genero 1,5,74,Episodio 74,32,7.7
Serie A,Genero 1,5,75,Episodio 75,32,6.5
Serie A,Genero 1,5,76,Episodio 76,25,6.4
Serie A,Genero 1,5,77,Episodio 77,27,9.2
Serie A,Genero 1,5,78,Episodio 78,28,5.5
Serie A,Genero 1,5,79,Episodio 79,34,5.7
Serie A,Genero 1,5,80,Episodio 80,28,6.5
Serie A,Genero 1,5,81,Episodio 81,27,9.1
Serie A,Genero 1,5,82,Episodio 82,31,9.3
Serie A,Genero 1,5,83,Episodio 83,29,8.2
Serie A,Genero 1,5,84,Episodio 84,32,6.9
Serie A,Genero 1,5,85,Episodio 85,34,8.0
Serie A,Genero 1,5,86,Episodio 86,25,8.9
Serie A,Genero 1,5,87,Episodio 87,26,7.6
Serie A,Genero 1,5,88,Episodio 88,28,6.5
Serie A,Genero 1,5,89,Episodio 89,25,8.8
Serie A,Genero 1,5,90,Episodio 90,30,9.4
Serie A,Genero 1,5,91,Episodio 91,33,7.2
Serie A,Genero 1,5,92,Episodio 92,25,7.6
Serie A,Genero 1,5,93,Episodio 93,33,5.0
Serie A,Genero 1,5,94,Episodio 94,25,6.3
Serie A,Genero 1,5,95,Episodio 95,33,5.5
Serie A,Genero 1,5,96,Episodio 96,25,5.1
Serie A,Genero 1,5,97,Episodio 97,26,8.0
Serie A,Genero 1,5,98,Episodio 98,32,8.2
Serie A,Genero 1,5,99,Episodio 99,32,5.8
Serie A,Genero 1,5,100,Episodio 100,25,7.6
